time,open,high,low,close,tick_volume,pattern_id,retest_time
2026-06-28 20:47:00,14902.76,14902.76,14901.944,14901.944,59,2,2026-06-28 20:00:00
2026-06-28 20:48:00,14901.928,14914.959,14901.246,14914.921,56,2,2026-06-28 20:00:00
2026-06-28 20:49:00,14914.914,14914.914,14913.801,14913.801,60,2,2026-06-28 20:00:00
2026-06-28 20:50:00,14913.8,14913.8,14912.972,14912.972,59,2,2026-06-28 20:00:00
2026-06-28 20:51:00,14912.951,14912.951,14912.123,14912.123,60,2,2026-06-28 20:00:00
2026-06-28 20:52:00,14912.106,14912.106,14911.186,14911.186,59,2,2026-06-28 20:00:00
2026-06-28 20:53:00,14911.171,14911.171,14910.278,14910.278,58,2,2026-06-28 20:00:00
2026-06-28 20:54:00,14910.264,14910.264,14909.359,14909.359,58,2,2026-06-28 20:00:00
2026-06-28 20:55:00,14909.346,14922.792,14908.684,14922.589,57,2,2026-06-28 20:00:00
2026-06-28 20:56:00,14922.566,14922.566,14921.642,14921.642,60,2,2026-06-28 20:00:00
2026-06-28 20:57:00,14921.631,14921.631,14920.687,14920.687,59,2,2026-06-28 20:00:00
2026-06-28 20:58:00,14920.67,14920.67,14919.701,14919.701,60,2,2026-06-28 20:00:00
2026-06-28 20:59:00,14919.693,14919.693,14918.822,14918.822,58,2,2026-06-28 20:00:00
2026-06-28 21:00:00,14918.815,14918.815,14918.07,14918.07,60,2,2026-06-28 20:00:00
